Force X,Force Y,Force Z,Torque X,Torque Y,Torque Z,Time
0.10108490720114008,0.17766816185544798,-0.16318816592587918,0.008728885752480159,0.004179575217754463,0.0029646862915707274,0.0
0.08926549650912491,0.13515915950137433,-0.10154778234550134,0.014671240949553122,-0.003621037424289285,0.006211576495525617,0.01020408163265306
0.003333520030522182,0.09324893389464575,-0.11751125320037041,0.019552697291125673,-0.010477952609123514,0.008135127678147752,0.02040816326530612
-0.0645776419476049,0.06875427709145208,-0.14093237888806212,0.02235025423252513,-0.010188865631188758,0.008468069642033303,0.030612244897959183
-0.10993303053787723,0.0274808395924382,-0.11949319289138655,0.02582937665364948,-0.019352664337346708,0.01124959446232146,0.04081632653061224
-0.14152286056809454,0.016097587057348133,-0.11410288682268592,0.02850679116202808,-0.025966962301480944,0.013967810420703514,0.0510204081632653
-0.17836359238614724,-0.011338027922732792,-0.13346502957988837,0.030372600633057044,-0.031249781243289722,0.01589693554789409,0.061224489795918366
-0.3222163767959063,0.014265377654694357,-0.09959883785575245,0.03184669003396414,-0.044292701180611245,0.019950575760508935,0.07142857142857142
-0.5180626602052399,0.008816502574111333,-0.08434572158618463,0.03311017940089758,-0.06593477815395211,0.025730731374823512,0.08163265306122448
-0.6154856419222849,0.037680435756970214,-0.12212845889906543,0.034556308861505125,-0.07896642410810115,0.030774287150759614,0.09183673469387754
-0.7387205952945721,0.011464281580326379,-0.11594417537368265,0.037488305286495736,-0.09148508008292483,0.03367771997923245,0.1020408163265306
-0.829642490276968,-0.025747400119742362,-0.11127259790795598,0.038250562897014236,-0.10996411606213673,0.03895438965291151,0.11224489795918366
-1.0260664190636937,-0.021317867538661918,-0.16507555291911957,0.03943335163711585,-0.13270649668597684,0.04521097195452923,0.12244897959183673
-1.200864536788623,0.024403388659525918,-0.15166968769119923,0.04172457556689025,-0.14835156041733716,0.050071936524394435,0.13265306122448978
-1.3502420127066024,-0.044909050431230065,-0.17586975134711416,0.044196828965922336,-0.17272592051707217,0.05639372344098244,0.14285714285714285
-1.5055055697673354,-0.125652181194476,-0.14033093826526508,0.05314025147483593,-0.19660001328110263,0.06387518638267375,0.1530612244897959
-1.6645285969913808,-0.1541101271779126,-0.14692861788130063,0.056560001960650926,-0.22128107977175804,0.07033932857590948,0.16326530612244897
-1.861964709669391,-0.16699649763064836,-0.15230770758555826,0.059167496814768274,-0.24200623005676453,0.0760774282950973,0.17346938775510204
-1.9375012468212958,-0.20404423638072283,-0.1738451456561443,0.06191580802947418,-0.2627928625308521,0.08169825227506188,0.18367346938775508
-2.1980972185873564,-0.17248802724545975,-0.12255772032534953,0.06266065342248975,-0.2847847601708708,0.08745447805672844,0.19387755102040816
-2.2814617258073486,-0.2048771333700334,-0.1503525322549422,0.0655950073791487,-0.30372888110032564,0.09259732075962207,0.2040816326530612
-2.443046841983368,-0.223897229265616,-0.11051843204583561,0.06854554415138048,-0.3250541632944415,0.0976562747724778,0.21428571428571427
