Time,Force X,Force Y,Force Z,Torque X,Torque Y,Torque Z
0.0016787052154541016,-0.16086082998237516,0.2324580735051071,-0.3430428425890773,0.022731273487634214,-0.004383822499443444,0.017163135086212707
0.004858493804931641,-0.21990494031862604,0.2443984555241182,-0.4403647600415071,0.02149370998934825,-0.00326110036280029,0.01594965108949593
0.006415843963623047,-0.23410806619701993,0.26531247629941024,-0.5353239634303552,0.022787881367999085,-0.0032678047735493197,0.01603030687156239
0.008425474166870117,-0.14477365564698697,0.2436037374338921,-0.5645175248550113,0.023647893168007642,-0.005330322063021796,0.017096930404392245
0.010387659072875977,-0.2217023490674444,0.21766922157704194,-0.47761415142594604,0.02431922416054052,-0.005457620171494011,0.01571726815760032
0.012335538864135742,-0.19438497174081143,0.2567581545268369,-0.49536410888063537,0.025206860842131536,-0.005948586388448538,0.015024097212725001
0.014377355575561523,-0.20685204432576396,0.33326058247674856,-0.3638003559897144,0.02557138088761736,-0.0073739683147800855,0.01525192283659053
0.016782045364379883,-0.277352875137806,0.28114902913383405,-0.22563291065118743,0.021633732309519267,-0.003185817753254191,0.016618918360410313
0.020181655883789062,-0.19177057907356337,0.29367634005951937,-0.33894596943504574,0.022765787403978152,-0.004631491350942112,0.01566857617678191
0.022780418395996094,-0.18616408752737956,0.2639751440581307,-0.4468392840931883,0.01863809889376751,-0.009306797975072351,0.015250312015515537
0.026102542877197266,-0.27956193572205235,0.3368117581659395,-0.31224899845282017,0.021230072888314817,-0.003729811391826849,0.014281843602767401
0.028623580932617188,-0.21408803256910391,0.29374091189894347,-0.287441868385244,0.019040209059922094,-0.005264389235639338,0.014624589800042666
0.031432390213012695,-0.3997297297527606,0.25787183523497736,-0.29279441273766627,0.018728424399070572,-0.002562803580501085,0.016325954452626898
0.03422403335571289,-0.19537927010147,0.21189341544290846,-0.37821724049818417,0.018489461552667508,-0.005995028302311984,0.013983505583624684
0.037430763244628906,-0.2047053620039006,0.30889389275555423,-0.3453627711835202,0.02287917559914933,-0.009069121526008495,0.015260153787151938
0.04002070426940918,-0.22805106699054284,0.30086980043370354,-0.3846128728143528,0.02332273513193113,-0.006710254012129546,0.015938373361247253
0.042131662368774414,-0.2437358687534935,0.27040281313179176,-0.4943438408819143,0.024476239108048154,-0.004521588714190689,0.014569378293566887
0.04406261444091797,-0.18169247304647523,0.2431947536585531,-0.40870635931850785,0.019471952493413488,-0.006126644697799142,0.015097576177186121
0.04601693153381348,-0.2331808707893332,0.2847090673181061,-0.31866559113993037,0.021427670123362906,-0.005101902847645237,0.015154352036984549
0.04844355583190918,-0.23450046573942743,0.1850021628899173,-0.3364078719940019,0.018134106849920294,-0.004787123075586581,0.01426993052663919
0.051183223724365234,-0.31242055752366404,0.2132424128958145,-0.3612131104184746,0.01977008159804855,-0.004245154364508594,0.015949904252374712
0.053263187408447266,-0.1830598071076397,0.28071232870156654,-0.4143544872643647,0.019597524812982887,-0.005553143650732107,0.01470979010649111
0.05565237998962402,-0.15392954843158269,0.2851291875379668,-0.48815167285265915,0.0208088696551494,-0.007105354802239774,0.014631719181827194
0.05858802795410156,-0.20751664969408523,0.2968290846216843,-0.4081172139271425,0.02346794466324692,-0.006260168850746711,0.015483294449672226
0.06134510040283203,-0.1874700029788025,0.2209596579975306,-0.3732282871343837,0.023210277151888677,-0.007657124661326775,0.016656519769283624
0.06432437896728516,-0.219892605411695,0.2045476808026388,-0.42282200014606797,0.022353089473881697,-0.005492053469828659,0.015669278428596875
0.0666055679321289,-0.13720597012768598,0.30829129613822726,-0.3334264733441449,0.02399540735482859,-0.008061278613911772,0.016289797786890686
0.06862354278564453,-0.2288727870978688,0.2807170622440279,-0.3695935935236612,0.023926384624411032,-0.007855197085520791,0.01644100731126638
0.07074308395385742,-0.2655475218442546,0.38112774888199197,-0.3584140041791998,0.022297261141552963,-0.008285824835704126,0.01411584897483963
0.07311081886291504,-0.1912809052242231,0.2604467552132251,-0.4526202796113029,0.018053137950537597,-0.008208212548120692,0.013407596869959775
0.07492303848266602,-0.250746320022273,0.23990040948792482,-0.5248735298495383,0.015974829890869888,-0.0091968717661385,0.017197737595660244
0.07657313346862793,-0.25162065240005105,0.34316751279277424,-0.4579122071245651,0.020399012842863162,-0.006880502153921583,0.015242153967069686
0.07859635353088379,-0.18729892443058765,0.2433021371094527,-0.36526861732408034,0.01799931827891441,-0.007085899321499767,0.015031930458363213
0.0813450813293457,-0.23285614484947348,0.23944821447918255,-0.4576346185651351,0.019367521869874345,-0.004474210298602503,0.014451429934687905
0.08453512191772461,-0.22538487858162204,0.1901602630348955,-0.2708705385294488,0.019596083844546596,-0.004565318018699959,0.015286655870137255
0.08722329139709473,-0.1613760094255346,0.27380348301156066,-0.4835754695545103,0.02109209052769992,-0.008704064858345135,0.016162374540548287
0.08996915817260742,-0.20534267614591395,0.25468737311309453,-0.38526914626936704,0.022330080442338585,-0.009219008693624332,0.014356353856528933
0.09320521354675293,-0.17655889027206517,0.18828159620130144,-0.516466727980545,0.02081442044926017,-0.005969976596727921,0.015424687810626718
0.09615349769592285,-0.10361614378238435,0.2182541209489291,-0.33956540146987874,0.022691183415202883,-0.0072606140377399105,0.01541936741137637
0.0984959602355957,-0.22761239937218347,0.3304219044799642,-0.3741243797407011,0.026681253379552836,-0.005474961909158146,0.015369074221488404
0.10029101371765137,-0.231320940353165,0.18358911014981946,-0.31821182850147384,0.021431493298397664,-0.006236056665680851,0.015810030755632185
0.10275673866271973,-0.2336664822687919,0.31368942599793925,-0.3699185058613576,0.024185125922529763,-0.004940966751645,0.016329582702083095
0.10555362701416016,-0.1381172876271037,0.19129262995786958,-0.39791012803608256,0.019124590677319697,-0.007514108496087004,0.014848330239779826
0.10753822326660156,-0.2301728438716658,0.2920394697931293,-0.37213159506641175,0.021035561977725666,-0.0062836019017913965,0.014845907872733656
0.10908985137939453,-0.2301728438716658,0.2920394697931293,-0.37213159506641175,0.021035561977725666,-0.0062836019017913965,0.014845907872733656
0.11069512367248535,-0.2378839356792433,0.3025051936205973,-0.5142644079317965,0.018668325659231835,-0.006557412908368515,0.014961447688133962
0.11363959312438965,-0.20808367325814311,0.2813062296283527,-0.35513710487595984,0.01785734292031947,-0.008992945042093132,0.01474186988989256
0.11724424362182617,-0.3792593554603604,0.38489456697717883,-0.2546541791531725,0.021663396093721306,-0.0038768788867517574,0.01568558198884891
0.12005424499511719,-0.24190544108310225,0.3034327179269275,-0.2546110492761539,0.022153300827417968,-0.00460612357162718,0.014876693921577578
0.12241697311401367,-0.21984105788156466,0.2715838417322144,-0.34128289791003763,0.021612027481162872,-0.005690424729001285,0.014757997010865205
0.12463259696960449,-0.11227930382897951,0.2427882937379911,-0.31707892017007855,0.022979265532759592,-0.006606352829083905,0.013628360106891746
0.12723398208618164,-0.1602509410818649,0.2608770073646712,-0.4379701128010515,0.02360998126775482,-0.009440267082561444,0.01614356552575068
0.12978792190551758,-0.16729643522053794,0.28199831400324105,-0.301584697305624,0.02775064937453825,-0.009765426958166295,0.016898538609111256
0.13212990760803223,-0.1780782859093779,0.2024855591948268,-0.309889606355403,0.02519448216081137,-0.01029475490198634,0.015203345031769235
0.1338670253753662,-0.17617859721609935,0.3491948531492229,-0.352158299865764,0.026921428293728504,-0.010115700210431535,0.014787793875055
0.13655614852905273,-0.21313782626869035,0.23528505486818574,-0.376292604293253,0.022924594795093577,-0.007945606643567037,0.015288790936443197
0.13977885246276855,-0.15610227175160324,0.2939917588431501,-0.3729175604099117,0.020073412166088878,-0.0068159384847175574,0.01453138403758238
0.14234042167663574,-0.22976080614133967,0.3172483487423943,-0.4092346639638218,0.018641999251391865,-0.0049830894173945196,0.016578756368686387
0.14456558227539062,-0.23170537381376824,0.33229091139409817,-0.5315948164758432,0.020310878720656067,-0.002783476636313747,0.014578960795087624
0.14676332473754883,-0.18987610829266882,0.3516972881441874,-0.41589261676820943,0.019190500485679052,-0.005763994283464554,0.01536009425023788
0.14927458763122559,-0.26756108333854234,0.2255048044662295,-0.34373487908316036,0.015557108467132992,-0.004709107862980448,0.014814964395280803
0.15146183967590332,-0.2044384146857845,0.2628949015160982,-0.389265460247077,0.01944547896234444,-0.007576314397877026,0.016956606257999322
0.1531827449798584,-0.32533248607377196,0.3540303892217781,-0.4926260831396424,0.022065301099219455,-0.007027546617799107,0.01506007886524181
0.15517282485961914,-0.2625823468692094,0.3681948440981663,-0.43329956193406227,0.022653829107975372,-0.008840966121943255,0.016058112680441126
0.15807056427001953,-0.27607921822668663,0.26811293284197074,-0.4544705018811007,0.019736761351696046,-0.009588145957899065,0.015888571148053813
