Force X,Force Y,Force Z,Torque X,Torque Y,Torque Z,Time
0.01943626831101245,0.20798171670739707,-0.14713953681883424,0.002172367380618364,-0.001966172044511383,0.0028483175637931267,0.0
-0.0033255447533042295,0.19737286538532778,-0.13091299493290284,0.0009405736263041948,-0.007174291467241792,0.005572917677514678,0.01020408163265306
-0.21318888808063974,0.2125793510765324,-0.16753897460739783,6.902181094844989e-05,-0.028033047261685116,0.016729333532133076,0.02040816326530612
-0.6779498201705584,0.29266289327879097,-0.12690907626200465,0.00028973007222718087,-0.060542903851975756,0.029538991752222066,0.030612244897959183
-0.7465613693863873,0.34551895424972406,-0.10521255621284832,0.001399216539516112,-0.06808424057229859,0.03243843690477379,0.04081632653061224
-0.8058777013771252,0.2561048411194387,-0.09894455385649055,0.004663077373096837,-0.07616810896298852,0.03769851684912069,0.0510204081632653
-0.8185312745460629,0.2942723765667978,-0.2615243391080988,-0.003285858160893983,-0.0768645406684154,0.039151432486417635,0.061224489795918366
-0.7112464904103217,0.3293998585407571,-0.35080419984375744,-0.0073836534640973565,-0.07587729074136024,0.04031975400963555,0.07142857142857142
-0.8238792431683722,0.38579982491172554,-0.3335971353564876,-0.008359258510310736,-0.08749653636950094,0.0458284186640527,0.08163265306122448
-0.9997831507867837,0.4071412121278564,-0.34753500087085115,-0.009646498553543244,-0.10144765813790414,0.049851341164983194,0.09183673469387754
-1.2460602819075024,0.33914783209682625,-0.3089264901852143,-0.0017874804179089454,-0.11781354644905694,0.054800874981462494,0.1020408163265306
-1.2650845067780945,0.3182099324477913,-0.3047520346124103,-0.0008429718077423501,-0.12343669827455662,0.0564272489155119,0.11224489795918366
-1.3042295494798564,0.3448111814662189,-0.33318513507915576,-0.003459503796709136,-0.13079180945087499,0.060307335273201264,0.12244897959183673
-1.368945981998892,0.4188870266726388,-0.21952123167953339,-0.006354062262689932,-0.13985812981005183,0.0662641125728109,0.13265306122448978
-1.3815356451941418,0.45806587775806196,-0.1310946334840945,-0.005449476426778076,-0.1410373129362161,0.07024968242004964,0.14285714285714285
-1.3412170344874488,0.5875377116229347,-0.04201942046402518,-0.01153374838857382,-0.139802290570238,0.07247193052744733,0.1530612244897959
